img,filename,iterations
data/Supervisely/train/3254.png,data/Supervisely/iteration_noisy_60/3254.png,6
data/Supervisely/train/3981.png,data/Supervisely/iteration_noisy_60/3981.png,6
data/Supervisely/train/5397.png,data/Supervisely/train_mask/5397.png,0
data/Supervisely/train/664.png,data/Supervisely/iteration_noisy_60/664.png,8
data/Supervisely/train/1840.png,data/Supervisely/train_mask/1840.png,0
data/Supervisely/train/4065.png,data/Supervisely/iteration_noisy_60/4065.png,10
data/Supervisely/train/1077.png,data/Supervisely/iteration_noisy_60/1077.png,8
data/Supervisely/train/1618.png,data/Supervisely/iteration_noisy_60/1618.png,10
data/Supervisely/train/4505.png,data/Supervisely/train_mask/4505.png,0
data/Supervisely/train/4998.png,data/Supervisely/train_mask/4998.png,0
data/Supervisely/train/2278.png,data/Supervisely/iteration_noisy_60/2278.png,7
data/Supervisely/train/4625.png,data/Supervisely/iteration_noisy_60/4625.png,6
data/Supervisely/train/1565.png,data/Supervisely/iteration_noisy_60/1565.png,10
data/Supervisely/train/1721.png,data/Supervisely/iteration_noisy_60/1721.png,6
data/Supervisely/train/5472.png,data/Supervisely/iteration_noisy_60/5472.png,9
data/Supervisely/train/3409.png,data/Supervisely/iteration_noisy_60/3409.png,10
data/Supervisely/train/4128.png,data/Supervisely/train_mask/4128.png,0
data/Supervisely/train/1241.png,data/Supervisely/train_mask/1241.png,0
data/Supervisely/train/2229.png,data/Supervisely/iteration_noisy_60/2229.png,8
data/Supervisely/train/1447.png,data/Supervisely/iteration_noisy_60/1447.png,10
data/Supervisely/train/3490.png,data/Supervisely/iteration_noisy_60/3490.png,8
data/Supervisely/train/152.png,data/Supervisely/train_mask/152.png,0
data/Supervisely/train/3665.png,data/Supervisely/iteration_noisy_60/3665.png,6
data/Supervisely/train/5082.png,data/Supervisely/train_mask/5082.png,0
data/Supervisely/train/1858.png,data/Supervisely/train_mask/1858.png,0
data/Supervisely/train/300.png,data/Supervisely/train_mask/300.png,0
data/Supervisely/train/944.png,data/Supervisely/iteration_noisy_60/944.png,7
data/Supervisely/train/5524.png,data/Supervisely/iteration_noisy_60/5524.png,7
data/Supervisely/train/768.png,data/Supervisely/iteration_noisy_60/768.png,7
data/Supervisely/train/5441.png,data/Supervisely/iteration_noisy_60/5441.png,8
data/Supervisely/train/2383.png,data/Supervisely/iteration_noisy_60/2383.png,6
data/Supervisely/train/4741.png,data/Supervisely/train_mask/4741.png,0
data/Supervisely/train/1088.png,data/Supervisely/train_mask/1088.png,0
data/Supervisely/train/2572.png,data/Supervisely/iteration_noisy_60/2572.png,9
data/Supervisely/train/1045.png,data/Supervisely/train_mask/1045.png,0
data/Supervisely/train/1815.png,data/Supervisely/iteration_noisy_60/1815.png,8
data/Supervisely/train/1727.png,data/Supervisely/train_mask/1727.png,0
data/Supervisely/train/3303.png,data/Supervisely/iteration_noisy_60/3303.png,8
data/Supervisely/train/51.png,data/Supervisely/iteration_noisy_60/51.png,8
data/Supervisely/train/672.png,data/Supervisely/train_mask/672.png,0
data/Supervisely/train/3989.png,data/Supervisely/iteration_noisy_60/3989.png,8
data/Supervisely/train/649.png,data/Supervisely/iteration_noisy_60/649.png,6
data/Supervisely/train/154.png,data/Supervisely/train_mask/154.png,0
data/Supervisely/train/2135.png,data/Supervisely/iteration_noisy_60/2135.png,9
data/Supervisely/train/4638.png,data/Supervisely/iteration_noisy_60/4638.png,7
data/Supervisely/train/717.png,data/Supervisely/train_mask/717.png,0
data/Supervisely/train/1118.png,data/Supervisely/iteration_noisy_60/1118.png,7
data/Supervisely/train/5043.png,data/Supervisely/train_mask/5043.png,0
data/Supervisely/train/5239.png,data/Supervisely/iteration_noisy_60/5239.png,8
data/Supervisely/train/1506.png,data/Supervisely/train_mask/1506.png,0
data/Supervisely/train/5412.png,data/Supervisely/train_mask/5412.png,0
data/Supervisely/train/4472.png,data/Supervisely/train_mask/4472.png,0
data/Supervisely/train/4945.png,data/Supervisely/train_mask/4945.png,0
data/Supervisely/train/2774.png,data/Supervisely/iteration_noisy_60/2774.png,8
data/Supervisely/train/2539.png,data/Supervisely/train_mask/2539.png,0
data/Supervisely/train/3785.png,data/Supervisely/train_mask/3785.png,0
data/Supervisely/train/1305.png,data/Supervisely/train_mask/1305.png,0
data/Supervisely/train/4257.png,data/Supervisely/train_mask/4257.png,0
data/Supervisely/train/4400.png,data/Supervisely/iteration_noisy_60/4400.png,7
data/Supervisely/train/4026.png,data/Supervisely/iteration_noisy_60/4026.png,6
data/Supervisely/train/4412.png,data/Supervisely/iteration_noisy_60/4412.png,9
data/Supervisely/train/5317.png,data/Supervisely/train_mask/5317.png,0
data/Supervisely/train/2905.png,data/Supervisely/iteration_noisy_60/2905.png,8
data/Supervisely/train/2853.png,data/Supervisely/iteration_noisy_60/2853.png,7
data/Supervisely/train/3458.png,data/Supervisely/iteration_noisy_60/3458.png,8
data/Supervisely/train/2945.png,data/Supervisely/train_mask/2945.png,0
data/Supervisely/train/334.png,data/Supervisely/iteration_noisy_60/334.png,10
data/Supervisely/train/729.png,data/Supervisely/iteration_noisy_60/729.png,9
data/Supervisely/train/986.png,data/Supervisely/train_mask/986.png,0
data/Supervisely/train/1044.png,data/Supervisely/iteration_noisy_60/1044.png,7
data/Supervisely/train/2618.png,data/Supervisely/iteration_noisy_60/2618.png,8
data/Supervisely/train/5154.png,data/Supervisely/train_mask/5154.png,0
data/Supervisely/train/5002.png,data/Supervisely/iteration_noisy_60/5002.png,7
data/Supervisely/train/2931.png,data/Supervisely/iteration_noisy_60/2931.png,9
data/Supervisely/train/3105.png,data/Supervisely/iteration_noisy_60/3105.png,6
data/Supervisely/train/3326.png,data/Supervisely/train_mask/3326.png,0
data/Supervisely/train/2688.png,data/Supervisely/iteration_noisy_60/2688.png,10
data/Supervisely/train/2312.png,data/Supervisely/iteration_noisy_60/2312.png,8
data/Supervisely/train/1318.png,data/Supervisely/iteration_noisy_60/1318.png,9
data/Supervisely/train/1246.png,data/Supervisely/iteration_noisy_60/1246.png,6
data/Supervisely/train/4927.png,data/Supervisely/train_mask/4927.png,0
data/Supervisely/train/5470.png,data/Supervisely/train_mask/5470.png,0
data/Supervisely/train/2239.png,data/Supervisely/train_mask/2239.png,0
data/Supervisely/train/5422.png,data/Supervisely/iteration_noisy_60/5422.png,6
data/Supervisely/train/5007.png,data/Supervisely/iteration_noisy_60/5007.png,9
data/Supervisely/train/1532.png,data/Supervisely/iteration_noisy_60/1532.png,7
data/Supervisely/train/4464.png,data/Supervisely/train_mask/4464.png,0
data/Supervisely/train/5701.png,data/Supervisely/iteration_noisy_60/5701.png,7
data/Supervisely/train/3176.png,data/Supervisely/iteration_noisy_60/3176.png,8
data/Supervisely/train/3189.png,data/Supervisely/iteration_noisy_60/3189.png,7
data/Supervisely/train/3219.png,data/Supervisely/train_mask/3219.png,0
data/Supervisely/train/5443.png,data/Supervisely/iteration_noisy_60/5443.png,8
data/Supervisely/train/1377.png,data/Supervisely/iteration_noisy_60/1377.png,10
data/Supervisely/train/3887.png,data/Supervisely/train_mask/3887.png,0
data/Supervisely/train/3535.png,data/Supervisely/iteration_noisy_60/3535.png,9
data/Supervisely/train/3700.png,data/Supervisely/train_mask/3700.png,0
data/Supervisely/train/1523.png,data/Supervisely/iteration_noisy_60/1523.png,6
data/Supervisely/train/3885.png,data/Supervisely/train_mask/3885.png,0
data/Supervisely/train/1996.png,data/Supervisely/train_mask/1996.png,0
data/Supervisely/train/3920.png,data/Supervisely/iteration_noisy_60/3920.png,7
data/Supervisely/train/885.png,data/Supervisely/iteration_noisy_60/885.png,8
data/Supervisely/train/1740.png,data/Supervisely/iteration_noisy_60/1740.png,6
data/Supervisely/train/335.png,data/Supervisely/train_mask/335.png,0
data/Supervisely/train/1434.png,data/Supervisely/iteration_noisy_60/1434.png,9
data/Supervisely/train/747.png,data/Supervisely/iteration_noisy_60/747.png,9
data/Supervisely/train/941.png,data/Supervisely/iteration_noisy_60/941.png,7
data/Supervisely/train/1033.png,data/Supervisely/iteration_noisy_60/1033.png,7
data/Supervisely/train/4885.png,data/Supervisely/train_mask/4885.png,0
data/Supervisely/train/4649.png,data/Supervisely/train_mask/4649.png,0
data/Supervisely/train/1013.png,data/Supervisely/iteration_noisy_60/1013.png,9
data/Supervisely/train/2403.png,data/Supervisely/iteration_noisy_60/2403.png,8
data/Supervisely/train/2046.png,data/Supervisely/train_mask/2046.png,0
data/Supervisely/train/4465.png,data/Supervisely/train_mask/4465.png,0
data/Supervisely/train/5093.png,data/Supervisely/iteration_noisy_60/5093.png,8
data/Supervisely/train/874.png,data/Supervisely/iteration_noisy_60/874.png,8
data/Supervisely/train/4657.png,data/Supervisely/train_mask/4657.png,0
data/Supervisely/train/3696.png,data/Supervisely/train_mask/3696.png,0
data/Supervisely/train/23.png,data/Supervisely/iteration_noisy_60/23.png,6
data/Supervisely/train/413.png,data/Supervisely/train_mask/413.png,0
data/Supervisely/train/2350.png,data/Supervisely/train_mask/2350.png,0
data/Supervisely/train/4323.png,data/Supervisely/iteration_noisy_60/4323.png,8
data/Supervisely/train/1263.png,data/Supervisely/train_mask/1263.png,0
data/Supervisely/train/409.png,data/Supervisely/iteration_noisy_60/409.png,10
data/Supervisely/train/1542.png,data/Supervisely/iteration_noisy_60/1542.png,10
data/Supervisely/train/272.png,data/Supervisely/iteration_noisy_60/272.png,6
data/Supervisely/train/5455.png,data/Supervisely/train_mask/5455.png,0
data/Supervisely/train/778.png,data/Supervisely/train_mask/778.png,0
data/Supervisely/train/5653.png,data/Supervisely/iteration_noisy_60/5653.png,10
data/Supervisely/train/315.png,data/Supervisely/iteration_noisy_60/315.png,7
data/Supervisely/train/4072.png,data/Supervisely/iteration_noisy_60/4072.png,9
data/Supervisely/train/3347.png,data/Supervisely/train_mask/3347.png,0
data/Supervisely/train/5182.png,data/Supervisely/iteration_noisy_60/5182.png,9
data/Supervisely/train/2969.png,data/Supervisely/iteration_noisy_60/2969.png,10
data/Supervisely/train/3267.png,data/Supervisely/iteration_noisy_60/3267.png,6
data/Supervisely/train/4813.png,data/Supervisely/train_mask/4813.png,0
data/Supervisely/train/1617.png,data/Supervisely/iteration_noisy_60/1617.png,8
data/Supervisely/train/2245.png,data/Supervisely/iteration_noisy_60/2245.png,10
data/Supervisely/train/632.png,data/Supervisely/train_mask/632.png,0
data/Supervisely/train/4489.png,data/Supervisely/train_mask/4489.png,0
data/Supervisely/train/5153.png,data/Supervisely/train_mask/5153.png,0
data/Supervisely/train/2351.png,data/Supervisely/iteration_noisy_60/2351.png,6
data/Supervisely/train/1838.png,data/Supervisely/iteration_noisy_60/1838.png,7
data/Supervisely/train/1129.png,data/Supervisely/iteration_noisy_60/1129.png,7
data/Supervisely/train/2292.png,data/Supervisely/iteration_noisy_60/2292.png,10
data/Supervisely/train/3604.png,data/Supervisely/iteration_noisy_60/3604.png,8
data/Supervisely/train/1442.png,data/Supervisely/train_mask/1442.png,0
data/Supervisely/train/85.png,data/Supervisely/iteration_noisy_60/85.png,10
data/Supervisely/train/5217.png,data/Supervisely/train_mask/5217.png,0
data/Supervisely/train/1420.png,data/Supervisely/train_mask/1420.png,0
data/Supervisely/train/3355.png,data/Supervisely/train_mask/3355.png,0
data/Supervisely/train/2108.png,data/Supervisely/train_mask/2108.png,0
data/Supervisely/train/3309.png,data/Supervisely/train_mask/3309.png,0
data/Supervisely/train/2322.png,data/Supervisely/iteration_noisy_60/2322.png,7
data/Supervisely/train/1206.png,data/Supervisely/iteration_noisy_60/1206.png,6
data/Supervisely/train/2347.png,data/Supervisely/train_mask/2347.png,0
data/Supervisely/train/3811.png,data/Supervisely/iteration_noisy_60/3811.png,9
data/Supervisely/train/4711.png,data/Supervisely/train_mask/4711.png,0
data/Supervisely/train/1012.png,data/Supervisely/iteration_noisy_60/1012.png,6
data/Supervisely/train/145.png,data/Supervisely/iteration_noisy_60/145.png,10
data/Supervisely/train/1634.png,data/Supervisely/train_mask/1634.png,0
data/Supervisely/train/104.png,data/Supervisely/iteration_noisy_60/104.png,9
data/Supervisely/train/1621.png,data/Supervisely/train_mask/1621.png,0
data/Supervisely/train/2231.png,data/Supervisely/train_mask/2231.png,0
data/Supervisely/train/5614.png,data/Supervisely/train_mask/5614.png,0
data/Supervisely/train/3814.png,data/Supervisely/iteration_noisy_60/3814.png,7
data/Supervisely/train/4872.png,data/Supervisely/iteration_noisy_60/4872.png,7
data/Supervisely/train/3037.png,data/Supervisely/iteration_noisy_60/3037.png,8
data/Supervisely/train/2494.png,data/Supervisely/iteration_noisy_60/2494.png,10
data/Supervisely/train/4520.png,data/Supervisely/iteration_noisy_60/4520.png,9
data/Supervisely/train/84.png,data/Supervisely/iteration_noisy_60/84.png,10
data/Supervisely/train/4107.png,data/Supervisely/iteration_noisy_60/4107.png,10
data/Supervisely/train/5626.png,data/Supervisely/train_mask/5626.png,0
data/Supervisely/train/4137.png,data/Supervisely/iteration_noisy_60/4137.png,10
data/Supervisely/train/3129.png,data/Supervisely/iteration_noisy_60/3129.png,6
data/Supervisely/train/2565.png,data/Supervisely/train_mask/2565.png,0
data/Supervisely/train/5305.png,data/Supervisely/train_mask/5305.png,0
data/Supervisely/train/3830.png,data/Supervisely/iteration_noisy_60/3830.png,8
data/Supervisely/train/5189.png,data/Supervisely/iteration_noisy_60/5189.png,7
data/Supervisely/train/2097.png,data/Supervisely/iteration_noisy_60/2097.png,7
data/Supervisely/train/853.png,data/Supervisely/iteration_noisy_60/853.png,7
data/Supervisely/train/631.png,data/Supervisely/iteration_noisy_60/631.png,7
data/Supervisely/train/3868.png,data/Supervisely/iteration_noisy_60/3868.png,7
data/Supervisely/train/1310.png,data/Supervisely/iteration_noisy_60/1310.png,9
data/Supervisely/train/5256.png,data/Supervisely/iteration_noisy_60/5256.png,6
data/Supervisely/train/2148.png,data/Supervisely/train_mask/2148.png,0
data/Supervisely/train/3682.png,data/Supervisely/train_mask/3682.png,0
data/Supervisely/train/596.png,data/Supervisely/iteration_noisy_60/596.png,9
data/Supervisely/train/2862.png,data/Supervisely/iteration_noisy_60/2862.png,6
data/Supervisely/train/4611.png,data/Supervisely/iteration_noisy_60/4611.png,7
data/Supervisely/train/5083.png,data/Supervisely/iteration_noisy_60/5083.png,9
data/Supervisely/train/4391.png,data/Supervisely/train_mask/4391.png,0
data/Supervisely/train/4435.png,data/Supervisely/iteration_noisy_60/4435.png,9
data/Supervisely/train/4907.png,data/Supervisely/train_mask/4907.png,0
data/Supervisely/train/481.png,data/Supervisely/train_mask/481.png,0
data/Supervisely/train/2550.png,data/Supervisely/iteration_noisy_60/2550.png,10
data/Supervisely/train/5358.png,data/Supervisely/train_mask/5358.png,0
data/Supervisely/train/3262.png,data/Supervisely/iteration_noisy_60/3262.png,7
data/Supervisely/train/2305.png,data/Supervisely/iteration_noisy_60/2305.png,6
data/Supervisely/train/884.png,data/Supervisely/iteration_noisy_60/884.png,6
data/Supervisely/train/1288.png,data/Supervisely/iteration_noisy_60/1288.png,8
data/Supervisely/train/2388.png,data/Supervisely/train_mask/2388.png,0
data/Supervisely/train/4485.png,data/Supervisely/iteration_noisy_60/4485.png,9
data/Supervisely/train/1062.png,data/Supervisely/iteration_noisy_60/1062.png,7
data/Supervisely/train/1709.png,data/Supervisely/iteration_noisy_60/1709.png,8
data/Supervisely/train/3925.png,data/Supervisely/train_mask/3925.png,0
data/Supervisely/train/4728.png,data/Supervisely/iteration_noisy_60/4728.png,8
data/Supervisely/train/2504.png,data/Supervisely/iteration_noisy_60/2504.png,7
data/Supervisely/train/593.png,data/Supervisely/iteration_noisy_60/593.png,9
data/Supervisely/train/182.png,data/Supervisely/iteration_noisy_60/182.png,6
data/Supervisely/train/3315.png,data/Supervisely/iteration_noisy_60/3315.png,10
data/Supervisely/train/2824.png,data/Supervisely/iteration_noisy_60/2824.png,9
data/Supervisely/train/2482.png,data/Supervisely/iteration_noisy_60/2482.png,7
data/Supervisely/train/4631.png,data/Supervisely/iteration_noisy_60/4631.png,9
data/Supervisely/train/78.png,data/Supervisely/train_mask/78.png,0
data/Supervisely/train/5028.png,data/Supervisely/iteration_noisy_60/5028.png,10
data/Supervisely/train/2049.png,data/Supervisely/train_mask/2049.png,0
data/Supervisely/train/4338.png,data/Supervisely/train_mask/4338.png,0
data/Supervisely/train/1641.png,data/Supervisely/iteration_noisy_60/1641.png,9
data/Supervisely/train/960.png,data/Supervisely/iteration_noisy_60/960.png,7
data/Supervisely/train/4083.png,data/Supervisely/train_mask/4083.png,0
data/Supervisely/train/693.png,data/Supervisely/iteration_noisy_60/693.png,7
data/Supervisely/train/608.png,data/Supervisely/train_mask/608.png,0
data/Supervisely/train/81.png,data/Supervisely/iteration_noisy_60/81.png,7
data/Supervisely/train/2531.png,data/Supervisely/iteration_noisy_60/2531.png,9
data/Supervisely/train/1110.png,data/Supervisely/iteration_noisy_60/1110.png,10
data/Supervisely/train/1969.png,data/Supervisely/train_mask/1969.png,0
data/Supervisely/train/1848.png,data/Supervisely/train_mask/1848.png,0
data/Supervisely/train/3699.png,data/Supervisely/train_mask/3699.png,0
data/Supervisely/train/5539.png,data/Supervisely/iteration_noisy_60/5539.png,9
data/Supervisely/train/1390.png,data/Supervisely/train_mask/1390.png,0
data/Supervisely/train/5018.png,data/Supervisely/train_mask/5018.png,0
data/Supervisely/train/420.png,data/Supervisely/train_mask/420.png,0
data/Supervisely/train/895.png,data/Supervisely/train_mask/895.png,0
data/Supervisely/train/2844.png,data/Supervisely/train_mask/2844.png,0
data/Supervisely/train/2941.png,data/Supervisely/iteration_noisy_60/2941.png,9
data/Supervisely/train/3516.png,data/Supervisely/iteration_noisy_60/3516.png,10
data/Supervisely/train/3344.png,data/Supervisely/train_mask/3344.png,0
data/Supervisely/train/3928.png,data/Supervisely/iteration_noisy_60/3928.png,7
data/Supervisely/train/1051.png,data/Supervisely/train_mask/1051.png,0
data/Supervisely/train/292.png,data/Supervisely/train_mask/292.png,0
data/Supervisely/train/524.png,data/Supervisely/iteration_noisy_60/524.png,6
data/Supervisely/train/3559.png,data/Supervisely/train_mask/3559.png,0
data/Supervisely/train/810.png,data/Supervisely/iteration_noisy_60/810.png,6
data/Supervisely/train/795.png,data/Supervisely/train_mask/795.png,0
data/Supervisely/train/1872.png,data/Supervisely/iteration_noisy_60/1872.png,6
data/Supervisely/train/2806.png,data/Supervisely/train_mask/2806.png,0
data/Supervisely/train/2851.png,data/Supervisely/train_mask/2851.png,0
data/Supervisely/train/2533.png,data/Supervisely/iteration_noisy_60/2533.png,10
data/Supervisely/train/3096.png,data/Supervisely/iteration_noisy_60/3096.png,8
data/Supervisely/train/2929.png,data/Supervisely/iteration_noisy_60/2929.png,6
data/Supervisely/train/2181.png,data/Supervisely/iteration_noisy_60/2181.png,10
data/Supervisely/train/3200.png,data/Supervisely/iteration_noisy_60/3200.png,7
data/Supervisely/train/1511.png,data/Supervisely/iteration_noisy_60/1511.png,8
data/Supervisely/train/1491.png,data/Supervisely/train_mask/1491.png,0
data/Supervisely/train/1573.png,data/Supervisely/iteration_noisy_60/1573.png,8
data/Supervisely/train/2120.png,data/Supervisely/iteration_noisy_60/2120.png,10
data/Supervisely/train/4347.png,data/Supervisely/train_mask/4347.png,0
data/Supervisely/train/5700.png,data/Supervisely/train_mask/5700.png,0
data/Supervisely/train/2690.png,data/Supervisely/iteration_noisy_60/2690.png,10
data/Supervisely/train/3338.png,data/Supervisely/iteration_noisy_60/3338.png,7
data/Supervisely/train/473.png,data/Supervisely/iteration_noisy_60/473.png,10
data/Supervisely/train/205.png,data/Supervisely/iteration_noisy_60/205.png,7
data/Supervisely/train/2604.png,data/Supervisely/iteration_noisy_60/2604.png,8
data/Supervisely/train/3645.png,data/Supervisely/iteration_noisy_60/3645.png,8
data/Supervisely/train/2773.png,data/Supervisely/iteration_noisy_60/2773.png,7
data/Supervisely/train/3555.png,data/Supervisely/iteration_noisy_60/3555.png,6
data/Supervisely/train/3980.png,data/Supervisely/iteration_noisy_60/3980.png,6
data/Supervisely/train/4311.png,data/Supervisely/iteration_noisy_60/4311.png,10
data/Supervisely/train/232.png,data/Supervisely/train_mask/232.png,0
data/Supervisely/train/5310.png,data/Supervisely/train_mask/5310.png,0
data/Supervisely/train/2063.png,data/Supervisely/train_mask/2063.png,0
data/Supervisely/train/3986.png,data/Supervisely/train_mask/3986.png,0
data/Supervisely/train/3169.png,data/Supervisely/iteration_noisy_60/3169.png,6
data/Supervisely/train/4985.png,data/Supervisely/iteration_noisy_60/4985.png,10
data/Supervisely/train/62.png,data/Supervisely/iteration_noisy_60/62.png,6
data/Supervisely/train/3227.png,data/Supervisely/iteration_noisy_60/3227.png,7
data/Supervisely/train/1859.png,data/Supervisely/train_mask/1859.png,0
data/Supervisely/train/5242.png,data/Supervisely/train_mask/5242.png,0
data/Supervisely/train/1477.png,data/Supervisely/iteration_noisy_60/1477.png,6
data/Supervisely/train/2653.png,data/Supervisely/iteration_noisy_60/2653.png,6
data/Supervisely/train/787.png,data/Supervisely/iteration_noisy_60/787.png,9
data/Supervisely/train/2080.png,data/Supervisely/iteration_noisy_60/2080.png,8
data/Supervisely/train/2330.png,data/Supervisely/iteration_noisy_60/2330.png,7
data/Supervisely/train/2860.png,data/Supervisely/train_mask/2860.png,0
data/Supervisely/train/2458.png,data/Supervisely/iteration_noisy_60/2458.png,6
data/Supervisely/train/4687.png,data/Supervisely/iteration_noisy_60/4687.png,9
data/Supervisely/train/63.png,data/Supervisely/train_mask/63.png,0
